symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
0027.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.9,,0.9,0,10,0.0418,34.94,36.4,37.86,34.59,2026-08-13,2,True
0322.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.9,,0.9,0,10,0.0418,12.29,12.8,13.32,12.17,2026-08-12,2,True
0992.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.6429,0.6429,0.4454,14,238,0.0433,34.9,36.41,37.92,34.55,2026-08-13,2,True
1788.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.4889,,0.4889,0,45,0.019,2.865,2.92,2.97,2.84,2026-08-11,2,True
1877.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,20.22,20.41,20.59,20.02,2026-08-13,2,True
2600.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4504,,0.4504,0,282,0.0082,8.235,8.3,8.37,8.15,2026-08-13,2,True
0857.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.6364,0.6364,0.3032,11,376,0.0229,9.735,9.96,10.18,9.64,2026-08-11,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,48.38,131.13,213.88,47.9,2026-08-13,3,False
0960.HK,Properties,Properties,BB,BB 跌破下軌 (超賣),Bullish Engulfing,0.75,1.0,0.6022,,,0,0,0.0329,6.38,6.59,6.8,6.32,2026-08-11,3,False
1093.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5875,0.5875,0.3356,80,3424,0.0389,8.85,9.19,9.54,8.76,2026-08-13,3,False
2611.HK,Finance,Finance,BB,BB 跌破下軌 (超賣),Morning Star,0.8,1.0,0.5775,,,0,0,0.0278,14.18,14.57,14.97,14.04,2026-08-11,3,False
