symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
DD,Materials,Specialty Chemicals,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5,0.5,0.3886,10,229,0.026,134.68,138.18,141.68,133.33,2026-07-10,2,True
SWK,Industrials,Tools & Accessories,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,1.0,1.0,0.4725,5,436,0.0543,88.22,93.01,97.8,87.34,2026-07-10,3,False
LITE,Information Technology,Communication Equipment,MACD,MACD 金叉 (空頭區),None,0.0,0.42,1.0,1.0,0.3767,5,754,0.0628,814.8,865.97,917.14,806.65,2026-07-14,3,False
CRWD,Information Technology,Software - Infrastructure,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.8333,0.8333,0.3651,6,504,0.0409,210.73,219.35,227.97,208.62,2026-07-15,3,False
TPL,Energy,Oil & Gas E&P,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.8,0.8,0.4386,5,57,0.0613,397.82,422.21,446.59,393.84,2026-07-10,3,False
KKR,Financials,Asset Management,MACD,MACD 突破 0 軸,None,0.0,0.595,0.7143,0.7143,0.3301,7,618,0.0527,96.91,102.02,107.12,95.94,2026-07-13,3,False
DECK,Consumer Discretionary,Footwear & Accessories,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3072,10,1123,0.0376,105.99,109.98,113.96,104.93,2026-07-10,3,False
TT,Industrials,Building Products & Equipment,KDJ,KDJ 金叉,None,0.0,0.5525,0.6667,0.6667,0.3223,15,2110,0.0317,479.9,495.11,510.33,475.1,2026-07-13,3,False
SNDK,Information Technology,Computer Hardware,RSI,RSI 加速上升,None,0.0,0.5525,0.6429,0.6429,0.3693,84,10688,0.089,1915.92,2086.44,2256.95,1896.76,2026-07-10,3,False
STX,Information Technology,Computer Hardware,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.6316,0.6316,0.3785,19,1593,0.0455,910.34,951.76,993.18,901.24,2026-07-10,3,False
GOOGL,Communication Services,Internet Content & Information,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.625,0.625,0.3243,16,518,0.0093,359.51,362.85,366.2,355.91,2026-07-15,3,False
PFE,Health Care,Drug Manufacturers - General,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.625,0.625,0.2741,16,686,0.0207,24.17,24.67,25.17,23.93,2026-07-10,3,False
PH,Industrials,Specialty Industrial Machinery,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6,0.6,0.4012,5,324,0.0196,961.27,980.11,998.95,951.66,2026-07-10,3,False
EQT,Energy,Oil & Gas E&P,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.6,0.6,0.3664,15,292,0.0286,48.85,50.25,51.64,48.36,2026-07-10,3,False
INTC,Information Technology,Semiconductors,KDJ,KDJ 金叉,None,0.0,0.5525,0.5769,0.5769,0.3918,26,1955,0.0365,107.76,111.69,115.63,106.68,2026-07-15,3,False
VRT,Industrials,Electrical Equipment & Parts,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5753,0.5753,0.2986,365,19157,0.0264,318.86,327.28,335.7,315.67,2026-07-10,3,False
BA,Industrials,Aerospace & Defense,KDJ,KDJ 金叉,None,0.0,0.5525,0.5625,0.5625,0.3223,16,2110,0.008,217.11,218.85,220.58,214.94,2026-07-15,3,False
NEE,Utilities,Utilities - Regulated Electric,MACD,MACD 突破 0 軸,None,0.0,0.595,0.5556,0.5556,0.2226,9,310,0.0109,88.38,89.34,90.31,87.5,2026-07-13,3,False
DDOG,Information Technology,Software - Application,KDJ,KDJ 金叉,None,0.0,0.5525,0.5556,0.5556,0.3918,27,1955,0.0258,270.73,277.71,284.7,268.02,2026-07-14,3,False
DRI,Consumer Discretionary,Restaurants,KDJ,KDJ 金叉,None,0.0,0.5525,0.5556,0.5556,0.3183,18,1244,0.0168,204.25,207.68,211.11,202.21,2026-07-10,3,False
SOLV,Health Care,Medical Instruments & Supplies,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5556,0.5556,0.3144,9,1323,0.0196,76.7,78.2,79.71,75.93,2026-07-10,3,False
AIG,Financials,Insurance - Diversified,MACD,MACD 突破 0 軸,None,0.0,0.595,0.5455,0.5455,0.3301,11,618,0.0068,79.9,80.44,80.99,79.1,2026-07-13,3,False
RL,Consumer Discretionary,Apparel Manufacturing,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5455,0.5455,0.3072,22,1123,0.0154,394.9,400.98,407.06,390.95,2026-07-10,3,False
CAT,Industrials,Farm & Heavy Construction Machinery,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5263,0.5263,0.304,19,1816,0.0228,933.34,954.62,975.9,924.01,2026-07-15,3,False
GEV,Industrials,Specialty Industrial Machinery,BB,價格在 BB 中軌上方,None,0.0,0.425,0.5185,0.5185,0.295,297,22337,0.021,1091.5699,1114.49,1137.42,1080.65,2026-07-10,3,False
HOOD,Financials,Capital Markets,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5123,0.5123,0.2681,324,16575,0.0235,113.45,116.12,118.78,112.32,2026-07-14,3,False
FIX,Industrials,Engineering & Construction,KDJ,KDJ 金叉,None,0.0,0.5525,0.5116,0.5116,0.3223,43,2110,0.0183,1756.09,1788.23,1820.36,1738.53,2026-07-10,3,False
CEG,Utilities,Utilities - Independent Power Producers,RSI,RSI 加速上升,None,0.0,0.5525,0.5093,0.5093,0.2565,161,4905,0.0227,256.43,262.25,268.07,253.87,2026-07-14,3,False
DELL,Information Technology,Computer Hardware,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.5079,0.5079,0.366,63,2885,0.0326,457.54,472.46,487.37,452.96,2026-07-14,3,False
HPQ,Information Technology,Computer Hardware,MACD,MACD 突破 0 軸,None,0.0,0.595,0.5,0.5,0.4064,12,529,0.0085,24.77,24.98,25.19,24.52,2026-07-13,3,False
CIEN,Information Technology,Communication Equipment,RSI,RSI 加速上升,None,0.0,0.5525,0.5,0.5,0.3693,162,10688,0.026,460.72,472.7,484.68,456.11,2026-07-10,3,False
DE,Industrials,Farm & Heavy Construction Machinery,KDJ,KDJ 金叉,None,0.0,0.5525,0.5,0.5,0.3223,20,2110,0.0129,584.4,591.94,599.48,578.56,2026-07-15,3,False
HON,Industrials,Conglomerates,KDJ,KDJ 金叉,None,0.0,0.5525,0.5,0.5,0.3223,16,2110,0.0166,222.68,226.38,230.07,220.45,2026-07-15,3,False
MGM,Consumer Discretionary,Resorts & Casinos,KDJ,KDJ 金叉,None,0.0,0.5525,0.5,0.5,0.3183,18,1244,0.0272,47.24,48.52,49.81,46.77,2026-07-13,3,False
SYF,Financials,Credit Services,KDJ,KDJ 金叉,None,0.0,0.5525,0.5,0.5,0.3142,30,1932,0.0135,73.21,74.2,75.19,72.48,2026-07-13,3,False
META,Communication Services,Internet Content & Information,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.3243,26,518,0.019,661.04,673.6,686.16,654.43,2026-07-15,3,False
PLD,Real Estate,REIT - Industrial,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.2311,18,818,0.0177,142.16,144.68,147.19,140.74,2026-07-13,3,False
FANG,Energy,Oil & Gas E&P,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.4828,0.4828,0.361,29,579,0.0161,191.6,194.68,197.77,189.68,2026-07-13,3,False
AMD,Information Technology,Semiconductors,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4798,0.4798,0.3645,198,16764,0.0209,548.13,559.59,571.04,542.65,2026-07-15,3,False
NCLH,Consumer Discretionary,Travel Services,KDJ,KDJ 金叉,None,0.0,0.5525,0.4783,0.4783,0.3183,23,1244,0.0146,19.63,19.92,20.2,19.43,2026-07-13,3,False
VST,Utilities,Utilities - Independent Power Producers,RSI,RSI 加速上升,None,0.0,0.5525,0.4759,0.4759,0.2565,166,4905,0.019,158.86,161.88,164.9,157.27,2026-07-10,3,False
CARR,Industrials,Building Products & Equipment,KDJ,KDJ 金叉,None,0.0,0.5525,0.4737,0.4737,0.3223,19,2110,-0.0008,68.61,68.56,68.5,67.92,2026-07-13,3,False
PSA,Real Estate,REIT - Industrial,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,0.4677,,0.4677,0,124,0.0167,321.86,327.24,332.61,318.64,2026-07-13,3,False
KDP,Consumer Staples,Beverages - Non-Alcoholic,RSI,RSI 上穿 50 中性線,Bullish Engulfing,0.75,0.9735000000000001,0.4667,,0.4667,0,30,0.0138,31.67,32.11,32.54,31.35,2026-07-10,3,False
RF,Financials,Banks - Regional,KDJ,KDJ 金叉,None,0.0,0.5525,0.4667,0.4667,0.3142,15,1932,0.0187,31.02,31.6,32.18,30.71,2026-07-10,3,False
NVDA,Information Technology,Semiconductors,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.4667,0.4667,0.3785,30,1593,0.0008,211.8,211.97,212.14,209.68,2026-07-15,3,False
PLTR,Information Technology,Software - Infrastructure,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4644,0.4644,0.3645,295,16764,0.0159,133.72,135.85,137.97,132.38,2026-07-14,3,False
