symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
1999.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,Bullish Engulfing,0.75,1.0,0.75,,0.75,0,8,0.0373,3.205,3.32,3.44,3.17,2026-08-10,1,True
0322.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,11.71,11.95,12.18,11.59,2026-08-10,1,True
0999.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,6,0.0045,8.035,8.07,8.11,7.95,2026-08-10,1,True
2313.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.9,,0.9,0,10,0.0418,44.52,46.38,48.24,44.07,2026-08-10,2,True
0066.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.7143,0.7143,0.4653,7,331,0.0237,32.78,33.56,34.33,32.45,2026-08-10,2,True
2899.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.6,0.6,0.4605,10,215,0.0259,35.3,36.21,37.13,34.95,2026-08-06,2,True
0016.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5333,0.5333,0.2933,15,75,0.0267,116.0,119.1,122.19,114.84,2026-08-06,2,True
1788.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.4889,,0.4889,0,45,0.019,2.845,2.9,2.95,2.82,2026-08-10,2,True
1787.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,23.62,23.84,24.05,23.38,2026-08-10,2,True
2138.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,0.41,0.41,0.42,0.41,2026-08-06,2,True
2269.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,46.12,46.54,46.97,45.66,2026-08-10,2,True
0912.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4605,,0.4605,0,215,0.0078,1.12,1.13,1.14,1.11,2026-08-10,2,True
1044.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,Bullish Engulfing,0.75,0.9735000000000001,0.75,,0.75,0,8,0.0373,24.14,25.04,25.94,23.9,2026-08-10,3,False
1093.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6364,0.6364,0.3295,11,437,0.0314,8.69,8.96,9.24,8.6,2026-08-07,3,False
3968.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.625,0.625,0.3169,24,1016,1.7104,49.0,132.81,216.62,48.51,2026-08-10,3,False
1929.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6154,0.6154,0.3295,13,437,0.0306,12.31,12.69,13.06,12.19,2026-08-06,3,False
1088.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.5455,0.5455,0.3295,11,437,0.0218,42.98,43.92,44.85,42.55,2026-08-07,3,False
1378.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.5294,0.5294,0.3295,17,437,0.0238,24.18,24.76,25.33,23.94,2026-08-07,3,False
0883.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,23.26,23.73,24.2,23.03,2026-08-07,3,False
2020.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,75.45,76.97,78.48,74.7,2026-08-10,3,False
2096.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,12.26,12.51,12.75,12.14,2026-08-06,3,False
2238.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5263,,0.5263,0,57,0.0201,2.29,2.34,2.38,2.27,2026-08-10,3,False
0868.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.5231,,0.5231,0,65,0.0271,9.455,9.71,9.97,9.36,2026-08-10,3,False
9633.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.5231,,0.5231,0,65,0.0271,42.46,43.61,44.76,42.04,2026-08-06,3,False
0688.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5,0.5,0.2979,42,940,0.0193,13.19,13.44,13.7,13.06,2026-08-10,3,False
0175.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,0.4815,,0.4815,0,54,0.0136,19.01,19.27,19.53,18.82,2026-08-10,3,False
0669.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.4545,0.4545,0.2979,66,2269,0.015,147.9,150.12,152.34,146.42,2026-08-10,3,False
0992.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.4512,0.4512,0.2979,82,2269,0.0152,29.0,29.44,29.88,28.71,2026-08-10,3,False
1177.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4328,0.4328,0.3356,67,3424,0.0081,5.05,5.09,5.13,5.0,2026-08-10,3,False
0012.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4286,0.4286,0.2933,7,75,0.0126,27.48,27.83,28.17,27.21,2026-08-06,3,True
2382.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4118,0.4118,0.3474,102,3221,0.009,59.0,59.53,60.06,58.41,2026-08-10,3,False
2628.HK,Finance,Finance,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4071,0.4071,0.3206,113,1123,0.0146,28.8,29.22,29.64,28.51,2026-08-07,3,False
1810.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4052,0.4052,0.3474,116,3221,0.0089,27.62,27.87,28.11,27.34,2026-08-10,3,False
6618.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.3966,0.3966,0.329,58,3918,0.0166,40.08,40.75,41.41,39.68,2026-08-10,3,False
