symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
0762.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),Support,0.7,1.0,0.6667,,0.6667,0,6,0.0473,5.495,5.75,6.01,5.44,2026-08-19,1,True
0027.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Consolidation Breakout,0.85,1.0,0.5625,,0.5625,0,32,0.0178,36.0,36.64,37.28,35.64,2026-08-21,1,True
0267.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Consolidation Breakout,0.85,1.0,0.5625,,0.5625,0,32,0.0178,13.19,13.42,13.66,13.06,2026-08-21,1,True
1177.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,Morning Star,0.8,1.0,0.5091,,0.5091,0,55,0.0169,5.39,5.48,5.57,5.34,2026-08-20,1,True
1787.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,Bullish Engulfing,0.75,1.0,0.5,,0.5,0,6,0.0045,23.88,23.99,24.09,23.64,2026-08-19,1,True
1093.HK,Commerce & Industry,Commerce & Industry,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.9,,0.9,0,10,0.0418,9.52,9.92,10.32,9.42,2026-08-20,2,True
2318.HK,Finance,Finance,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.625,,0.625,0,8,0.0305,56.2,57.91,59.63,55.64,2026-08-21,2,True
1024.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.5652,,0.5652,0,23,0.0112,33.64,34.02,34.39,33.3,2026-08-20,2,True
0003.HK,Utilities,Utilities,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.5333,,0.5333,0,15,0.0088,7.285,7.35,7.41,7.21,2026-08-19,2,True
0016.HK,Properties,Properties,RSI,RSI 加速上升,None,0.0,0.5525,0.5,0.5,0.3088,12,68,0.026,124.7,127.94,131.18,123.45,2026-08-20,2,True
0012.HK,Properties,Properties,BB,價格在 BB 中軌上方,None,0.0,0.425,0.5,0.5,0.3333,8,84,0.0238,30.2,30.92,31.64,29.9,2026-08-21,2,True
0467.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,0.385,0.39,0.39,0.38,2026-08-21,2,True
1877.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,19.11,19.29,19.46,18.92,2026-08-21,2,True
2138.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.4653,,0.4653,0,331,0.0092,0.435,0.44,0.44,0.43,2026-08-21,2,True
2018.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4504,,0.4504,0,282,0.0082,39.12,39.44,39.76,38.73,2026-08-20,2,True
2698.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4504,,0.4504,0,282,0.0082,31.92,32.18,32.44,31.6,2026-08-19,2,True
9988.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4504,,0.4504,0,282,0.0082,123.0,124.01,125.02,121.77,2026-08-21,2,True
3968.HK,Finance,Finance,RSI,RSI 加速上升,None,0.0,0.5525,0.8333,0.8333,0.3058,12,497,0.0382,49.44,51.33,53.22,48.95,2026-08-21,3,False
2628.HK,Finance,Finance,KDJ,KDJ 金叉,None,0.0,0.5525,0.6667,0.6667,0.403,9,67,0.0399,28.06,29.18,30.3,27.78,2026-08-21,3,False
1929.HK,Commerce & Industry,Commerce & Industry,KDJ,KDJ 金叉,None,0.0,0.5525,0.6154,0.6154,0.3295,13,437,0.0306,13.39,13.8,14.21,13.26,2026-08-20,3,False
0902.HK,Utilities,Utilities,BB,BB 跌破下軌 (超賣),Bullish Engulfing,0.75,1.0,0.5714,,0.5714,0,7,0.0336,5.405,5.59,5.77,5.35,2026-08-20,3,False
2899.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.56,0.56,0.33,25,609,0.0185,36.76,37.44,38.12,36.39,2026-08-20,3,False
0066.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),Consolidation Breakout,0.77,1.0,0.5455,0.5455,0.2385,11,130,0.0224,33.92,34.68,35.44,33.58,2026-08-21,3,False
0857.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.5213,0.5213,0.2979,94,2269,0.0152,10.13,10.28,10.44,10.03,2026-08-21,3,False
0823.HK,Properties,Properties,RSI,RSI 加速上升,Consolidation Breakout,0.85,1.0,0.5,0.5,0.3333,10,45,0.0114,39.76,40.21,40.67,39.36,2026-08-21,3,False
0688.HK,Properties,Properties,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5,0.5,0.2979,42,940,0.0193,14.1,14.37,14.64,13.96,2026-08-21,3,False
1044.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.3032,10,376,0.0144,24.12,24.47,24.81,23.88,2026-08-19,3,False
9633.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5,0.5,0.3032,6,376,0.0129,42.54,43.09,43.64,42.11,2026-08-21,3,False
0083.HK,Properties,Properties,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4444,,0.4444,0,36,0.0111,10.66,10.78,10.9,10.55,2026-08-20,3,False
0101.HK,Properties,Properties,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4444,,0.4444,0,36,0.0111,7.345,7.43,7.51,7.27,2026-08-21,3,False
0960.HK,Properties,Properties,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.4444,,0.4444,0,36,0.0111,6.765,6.84,6.92,6.7,2026-08-20,3,False
2269.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.4375,0.4375,0.3474,80,3221,0.0038,51.0,51.19,51.39,50.49,2026-08-21,3,False
1088.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4321,0.4321,0.3356,81,3424,0.0079,44.44,44.79,45.14,44.0,2026-08-20,3,False
0288.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.4308,0.4308,0.2979,65,2269,0.0111,8.205,8.3,8.39,8.12,2026-08-21,3,False
2020.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,Bullish Engulfing,0.75,1.0,0.4286,,0.4286,0,7,0.007,73.65,74.17,74.68,72.91,2026-08-19,3,False
2382.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.4248,0.4248,0.3356,113,3424,0.0114,61.75,62.45,63.16,61.13,2026-08-21,3,False
1810.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.4043,0.4043,0.2979,94,2269,0.0032,29.02,29.11,29.21,28.73,2026-08-21,3,False
0005.HK,Finance,Finance,KDJ,KDJ 金叉,None,0.0,0.5525,0.403,,0.403,0,67,0.1347,162.9,184.84,206.79,161.27,2026-08-21,3,False
2601.HK,Finance,Finance,KDJ,KDJ 金叉,None,0.0,0.5525,0.403,,0.403,0,67,0.1347,28.46,32.29,36.13,28.18,2026-08-19,3,False
0992.HK,Commerce & Industry,Commerce & Industry,BB,價格在 BB 中軌上方,None,0.0,0.425,0.3878,0.3878,0.329,147,3918,0.0071,29.78,29.99,30.2,29.48,2026-08-21,3,False
1113.HK,Properties,Properties,KDJ,KDJ 金叉,None,0.0,0.5525,0.3846,0.3846,0.325,13,80,0.0075,45.96,46.3,46.65,45.5,2026-08-19,3,False
1658.HK,Finance,Finance,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.3846,,0.3846,0,26,0.0179,4.935,5.02,5.11,4.89,2026-08-21,3,False
2611.HK,Finance,Finance,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.3846,,0.3846,0,26,0.0179,14.75,15.01,15.28,14.6,2026-08-20,3,False
0669.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.375,0.375,0.33,16,609,0.0093,141.3,142.61,143.93,139.89,2026-08-20,3,False
1211.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.3735,0.3735,0.3356,83,3424,-0.0013,93.15,93.03,92.91,92.22,2026-08-21,3,False
0175.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 加速上升,None,0.0,0.5525,0.3725,0.3725,0.2979,51,2269,0.0106,18.75,18.95,19.15,18.56,2026-08-21,3,False
0388.HK,Finance,Finance,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.3701,0.3701,0.3169,127,1016,0.0062,417.8,420.39,422.98,413.62,2026-08-20,3,False
0883.HK,Commerce & Industry,Commerce & Industry,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.3654,0.3654,0.3356,156,3424,0.0049,24.66,24.78,24.9,24.41,2026-08-20,3,False
3309.HK,Commerce & Industry,Commerce & Industry,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.3565,,0.3565,0,115,0.002,0.85,0.85,0.85,0.84,2026-08-20,3,True
0939.HK,Finance,Finance,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.3548,,0.3548,0,31,0.0084,9.2,9.28,9.35,9.11,2026-08-20,3,False
1288.HK,Finance,Finance,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.3548,,0.3548,0,31,0.0084,6.22,6.27,6.32,6.16,2026-08-19,3,False
1398.HK,Finance,Finance,MACD,MACD 金叉 (多頭區),None,0.0,0.68,0.3548,,0.3548,0,31,0.0084,7.475,7.54,7.6,7.4,2026-08-20,3,False
0017.HK,Properties,Properties,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.3519,,0.3519,0,108,0.0074,7.06,7.11,7.16,6.99,2026-08-21,3,False
2007.HK,Properties,Properties,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.3519,,0.3519,0,108,0.0074,0.186,0.19,0.19,0.18,2026-08-21,3,False
0293.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,14.57,14.64,14.71,14.42,2026-08-21,3,False
0738.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,0.345,0.35,0.35,0.34,2026-08-21,3,False
0999.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,8.09,8.13,8.17,8.01,2026-08-21,3,False
1000.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,0.52,0.52,0.52,0.51,2026-08-20,3,False
1766.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,5.24,5.27,5.29,5.19,2026-08-21,3,False
2068.HK,Commerce & Industry,Commerce & Industry,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.3474,,0.3474,0,3221,0.0048,1.805,1.81,1.82,1.79,2026-08-19,3,False
