symbol,sector,subsector,indicator,signal,pattern,pattern_conf,confidence,win_rate,win_rate_stock,win_rate_sector,stock_n,sector_n,avg_return,price,tp1_price,tp2_price,sl_price,date,tier,volume_confirmed
PNR,Industrials,Specialty Industrial Machinery,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6667,,0.6667,0,9,0.0446,74.57,77.9,81.22,73.82,2026-07-09,1,True
INVH,Real Estate,REIT - Residential,RSI,RSI 上穿 50 中性線,Morning Star,0.8,0.9900000000000001,0.5833,,0.5833,0,24,0.0272,29.6,30.41,31.21,29.3,2026-07-10,1,False
HRL,Consumer Staples,Packaged Foods,RSI,RSI 上穿 50 中性線,Morning Star,0.8,0.9900000000000001,0.5625,,0.5625,0,32,0.0236,24.437,25.01,25.59,24.19,2026-07-10,1,False
COKE,Consumer Staples,Beverages - Non-Alcoholic,BB,BB 中軌向上（上升趨勢）,Morning Star,0.8,1.0,0.5505,,0.5505,0,109,0.0238,175.5,179.68,183.85,173.75,2026-07-09,1,False
CRWD,Information Technology,Software - Infrastructure,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.6087,0.6087,0.4238,23,1083,0.0567,187.18,197.79,208.41,185.31,2026-07-10,2,True
TSLA,Consumer Discretionary,Auto Manufacturers,BB,價格在 BB 中軌上方,Bullish Engulfing,0.75,0.9075,0.6,0.6,0.4151,10,212,0.0272,406.55,417.61,428.67,402.48,2026-07-09,2,False
DD,Materials,Specialty Chemicals,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5,0.5,0.3886,10,229,0.026,134.68,138.18,141.68,133.33,2026-07-10,2,True
SWK,Industrials,Tools & Accessories,RSI,RSI 維持強勢 (50-70),Morning Star,0.8,1.0,1.0,1.0,0.4725,5,436,0.0543,88.22,93.01,97.8,87.34,2026-07-10,3,False
STLA,Consumer Discretionary,Auto Manufacturers,RSI,RSI 維持超賣,Support,0.7,0.87,1.0,,1.0,0,7,0.0602,5.33,5.65,5.97,5.28,2026-07-09,3,False
TPL,Energy,Oil & Gas E&P,RSI,RSI 維持強勢 (50-70),Bullish Engulfing,0.75,1.0,0.8,0.8,0.4386,5,57,0.0613,397.82,422.21,446.59,393.84,2026-07-10,3,False
KKR,Financials,Asset Management,MACD,MACD 突破 0 軸,None,0.0,0.595,0.7143,0.7143,0.3301,7,618,0.0527,96.91,102.02,107.12,95.94,2026-07-13,3,False
DECK,Consumer Discretionary,Footwear & Accessories,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3072,10,1123,0.0376,105.99,109.98,113.96,104.93,2026-07-10,3,False
WDC,Information Technology,Computer Hardware,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.7,0.7,0.3785,20,1593,0.0721,582.59,624.59,666.6,576.76,2026-07-10,3,False
TT,Industrials,Building Products & Equipment,KDJ,KDJ 金叉,None,0.0,0.5525,0.6667,0.6667,0.3223,15,2110,0.0317,479.9,495.11,510.33,475.1,2026-07-13,3,False
ORCL,Information Technology,Software - Infrastructure,RSI,RSI 超賣區域 (30),None,0.0,0.5249999999999999,0.6667,0.6667,0.3319,6,238,0.0349,131.54,136.13,140.72,130.22,2026-07-13,3,False
SNDK,Information Technology,Computer Hardware,RSI,RSI 加速上升,None,0.0,0.5525,0.6429,0.6429,0.3693,84,10688,0.089,1915.92,2086.44,2256.95,1896.76,2026-07-10,3,False
STX,Information Technology,Computer Hardware,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.6316,0.6316,0.3785,19,1593,0.0455,910.34,951.76,993.18,901.24,2026-07-10,3,False
PSX,Energy,Oil & Gas Refining & Marketing,RSI,RSI 動能加速（強勢區）,Consolidation Breakout,0.72,1.0,0.625,0.625,0.2703,8,185,0.0164,198.29,201.54,204.79,196.31,2026-07-13,3,False
PFE,Health Care,Drug Manufacturers - General,MACD,MACD 金叉 (空頭區),None,0.0,0.42,0.625,0.625,0.2741,16,686,0.0207,24.17,24.67,25.17,23.93,2026-07-10,3,False
PH,Industrials,Specialty Industrial Machinery,BB,BB 中軌向上（上升趨勢）,Bullish Engulfing,0.75,1.0,0.6,0.6,0.4012,5,324,0.0196,961.27,980.11,998.95,951.66,2026-07-10,3,False
EQT,Energy,Oil & Gas E&P,BB,BB 跌破下軌 (超賣),None,0.0,0.45499999999999996,0.6,0.6,0.3664,15,292,0.0286,48.85,50.25,51.64,48.36,2026-07-10,3,False
HLT,Consumer Discretionary,Lodging,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5833,0.5833,0.3072,24,1123,0.0141,337.65,342.41,347.17,334.27,2026-07-09,3,False
VRT,Industrials,Electrical Equipment & Parts,RSI,RSI 維持強勢 (50-70),None,0.0,0.51,0.5753,0.5753,0.2986,365,19157,0.0264,318.86,327.28,335.7,315.67,2026-07-10,3,False
LITE,Information Technology,Communication Equipment,KDJ,KDJ 金叉,None,0.0,0.5525,0.5667,0.5667,0.3918,30,1955,0.0323,785.77,811.15,836.53,777.91,2026-07-09,3,False
CDW,Information Technology,Information Technology Services,KDJ,KDJ 金叉,None,0.0,0.5525,0.5625,0.5625,0.3918,16,1955,0.0168,140.21,142.57,144.92,138.81,2026-07-09,3,False
NEE,Utilities,Utilities - Regulated Electric,MACD,MACD 突破 0 軸,None,0.0,0.595,0.5556,0.5556,0.2226,9,310,0.0109,88.38,89.34,90.31,87.5,2026-07-13,3,False
DRI,Consumer Discretionary,Restaurants,KDJ,KDJ 金叉,None,0.0,0.5525,0.5556,0.5556,0.3183,18,1244,0.0168,204.25,207.68,211.11,202.21,2026-07-10,3,False
SOLV,Health Care,Medical Instruments & Supplies,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5556,0.5556,0.3144,9,1323,0.0196,76.7,78.2,79.71,75.93,2026-07-10,3,False
AIG,Financials,Insurance - Diversified,MACD,MACD 突破 0 軸,None,0.0,0.595,0.5455,0.5455,0.3301,11,618,0.0068,79.9,80.44,80.99,79.1,2026-07-13,3,False
RL,Consumer Discretionary,Apparel Manufacturing,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5455,0.5455,0.3072,22,1123,0.0154,394.9,400.98,407.06,390.95,2026-07-10,3,False
DDOG,Information Technology,Software - Application,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.5263,0.5263,0.366,38,2885,0.0304,269.0,277.18,285.36,266.31,2026-07-09,3,False
PNC,Financials,Banks - Regional,RSI,RSI 動能加速（強勢區）,None,0.0,0.51,0.5227,0.5227,0.279,44,3129,0.0148,250.91,254.62,258.34,248.4,2026-07-09,3,False
BA,Industrials,Aerospace & Defense,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.52,0.52,0.2929,150,17460,0.0116,215.51,218.01,220.51,213.35,2026-07-13,3,False
GEV,Industrials,Specialty Industrial Machinery,BB,價格在 BB 中軌上方,None,0.0,0.425,0.5185,0.5185,0.295,297,22337,0.021,1091.5699,1114.49,1137.42,1080.65,2026-07-10,3,False
BX,Financials,Asset Management,RSI,RSI 上穿 50 中性線,None,0.0,0.4675,0.5172,0.5172,0.3091,29,1899,0.0273,122.15,125.48,128.82,120.93,2026-07-09,3,False
HOOD,Financials,Capital Markets,BB,BB 中軌向上（上升趨勢）,None,0.0,0.51,0.5123,0.5123,0.2681,324,16575,0.0235,109.86,112.44,115.02,108.76,2026-07-13,3,False
